id,url,timestamp_crawl,title,release_date,budget,gross_usa,runtime
CR00119,https://www.imdb.com/title/tt3385516/?ref_=adv_li_tt,2020-01-23T11:24:27,X-Men: Apocalypse,27 May 2016;  the 1980; 18 January 2020; 15 January 2020; 14 January 2020; 01 May 2018; 27 Apr 2018;  of 2016; 05 Dec 2017; 31 Oct 2017;  of 2016; 02 Jan 2017;  2020; 29 Aug 2011; 28 May 2018;  of 2017;  of 2017;  the 1960; 27 May 2016; 29 May 2016;  in 2016; May 1986; 4 June 2016; 27 May 2016,"$178,000,000","$155,442,489",144 min
CR00120,https://www.imdb.com/title/tt1055369/?ref_=adv_li_tt,2020-01-23T11:24:27,Transformers: Revenge of the Fallen,24 June 2009; 17 January 2020; th 2019; 09 September 2019; 23 August 2019; 18 Apr 2018; 25 Oct 2017; 04 Oct 2017; 01 Sep 2017; 01 Apr 2015;  Vistas 2020; 07 Jul 2018;  2009; 26 Sep 2017; 06 Jan 2019;  films 2009; 13 Jan 2014;  of 2017; 24 June 2009; 28 June 2009; 16 July 2009; 24 June 2009,"$200,000,000","$402,111,870",150 min
CR00121,https://www.imdb.com/title/tt0217869/?ref_=adv_li_tt,2020-01-23T11:24:27,Unbreakable,22 November 2000; 19 January 2020; 16 January 2020; 09 January 2020; 03 Feb 2018; 27 Apr 2017; 29 Aug 2011;  movies 2018; 11 Jan 2018; 09 Feb 2017;  Best 2000;  of 1989; 22 November 2000;  2235; 26 November 2000;  the 1950;  the 1990; 1 May 2006,"$30,330,771,","$248,118,121",106 min
CR00122,https://www.imdb.com/title/tt0181852/?ref_=adv_li_tt,2020-01-23T11:24:27,Terminator 3: Rise of the Machines,2 July 2003; 20 January 2020; 15 January 2020;  For 2020; 01 January 2020; 04 Oct 2017; 23 Jul 2018; 20 Sep 2011;  In 2018;  to 1984;  In 1984;  from 2029;  visiting 2015;  to 1955;  to 1985;  in 1955;  in 1885;  In 1935;  In 1957; 2 July 2003; 6 July 2003; 7 July 2015; 2 July 2003,"$200,000,000","$150,371,112",109 min
CR00123,https://www.imdb.com/title/tt0831387/?ref_=adv_li_tt,2020-01-23T11:24:27,Godzilla,16 May 2014; 23 January 2020; 22 January 2020; 20 January 2020;  of 2014; 05 Jan 2015;  May 2014; 01 May 2014; 29 Mar 2014; 26 Nov 2018;  Favorite 2019;  the 2015;  In 1999; 16 May 2014; 18 May 2014;  from 2001; 23 May 2014;  in 1954;  improved 2014;  in 1998;  of 1950; 16 May 2014,"$160,000,000","$200,676,069",123 min
CR00124,https://www.imdb.com/title/tt1060277/?ref_=adv_li_tt,2020-01-23T11:24:27,Cloverfield,18 January 2008; 08 January 2020;  For 2020; 01 January 2020; 17 December 2019;  January 2018; 21 Jan 2018; 24 Oct 2016; 21 Apr 2016; 25 Mar 2016;  movies 2018; 11 Jan 2018;  2008; 17 Mar 2013;  Best 2010; 18 January 2008; 20 January 2008; 20 January 2008; 18 January 2008,"$25,000,000","$80,048,433",85 min
CR00125,https://www.imdb.com/title/tt0119567/?ref_=adv_li_tt,2020-01-23T11:24:27,The Lost World: Jurassic Park,23 May 1997; 25 September 2019; 25 September 2019; 25 September 2019; 02 Jul 2018;  voir 1990;  In 1935;  In 1957;  in 1955;  in 1885;  visiting 2015;  to 1955;  to 1985;  In 1938;  In 1936; 23 May 1997; 25 May 1997;  The 2000; 8 August 2015; s 1995;  a 1997;  to 1993; 23 May 1997,"$73,000,000","$229,086,679",129 min
CR00126,https://www.imdb.com/title/tt0289043/?ref_=adv_li_tt,2020-01-23T11:24:27,28 Days Later...,27 June 2003; 29 June 2019; 31 March 2016;  February 2020; 21 January 2016; 21 May 2018; 20 Feb 2018; 14 Dec 2016; 22 Mar 2016; 21 Apr 2015;  Since 2000;  in 2057; 27 June 2003; 29 June 2003;  all 1400; 30 December 2004; 27 June 2003,"$8,000,000","$45,064,915",113 min
CR00127,https://www.imdb.com/title/tt0093773/?ref_=adv_li_tt,2020-01-23T11:24:27,Predator,12 June 1987; 18 January 2020; 16 January 2020; 15 January 2020; Grossing 1980; 05 Oct 2017; 26 Jun 2018; 25 Jul 2017;  in 1997;  In 1984;  from 2029; 12 June 1987; 14 June 1987;  February 2002;  November 2002; 30 August 2006; 12 June 1987,"$15,000,000","$59,735,548",107 min
CR00128,https://www.imdb.com/title/tt1690953/?ref_=adv_li_tt,2020-01-23T11:24:27,Despicable Me 2,3 July 2013; 22 November 2019; 14 November 2019; 06 November 2019; 01 Oct 2018; 12 Sep 2018; 30 Jul 2018; 01 May 2018; 30 Aug 2017; 15 Nov 2014; 15 Nov 2018;  Engineering 2019;  of 2014;  Club 2017;  2010; 3 July 2013; 7 July 2013; 24 June 2013; 3 July 2013,"$83,517,315,","$970,766,005",98 min
CR00129,https://www.imdb.com/title/tt1637688/?ref_=adv_li_tt,2020-01-23T11:24:27,In Time,28 October 2011; 23 January 2020; 23 January 2020; 22 January 2020; 05 Nov 2018; 28 October 2011;  1945; 30 October 2011;  in 2141;  in 1809;  saying 1804; 20 January 2012; 28 October 2011,"$40,000,000","$37,520,095",109 min
CR00130,https://www.imdb.com/title/tt0974015/?ref_=adv_li_tt,2020-01-23T11:24:27,Justice League,17 November 2017; 23 January 2020; 23 January 2020; 22 January 2020; 04 Apr 2018;  of 2017; 12 Feb 2018; 12 Jan 2018;  Dec 2017; 08 Jan 2018;  Filmes 2020; 03 Sep 2018; 02 Aug 2018;  Releases 2017;  of 2017;  2016; 17 November 2017; 19 November 2017; 17 November 2017; 17 November 2017,"$300,000,000","$229,024,295",120 min
CR00131,https://www.imdb.com/title/tt0083866/?ref_=adv_li_tt,2020-01-23T11:24:27,E.T. the Extra-Terrestrial,11 June 1982; 23 January 2020; 22 January 2020; 20 January 2020; 31 Oct 2017; 04 Oct 2017; 24 Aug 2017;  June 2017; 28 Jun 2017; 18 Jun 2017;  SERIES 2020; 30 Oct 2013; 11 Mar 2011; 11 June 1982; 13 June 1982;  of 1982;  original 1982; 4 December 2019; 11 June 1982,"$10,500,000","$435,110,554",115 min; 120 min
CR00132,https://www.imdb.com/title/tt6644200/?ref_=adv_li_tt,2020-01-23T11:24:27,A Quiet Place,6 April 2018; 23 January 2020;  Awards 2020; 20 January 2020;  Awards 2020; 20 January 2020;  of 2018;  2019;  2019; 22 Jan 2019;  2019; 22 Jan 2019; 21 Jan 2019; 12 Aug 2018;  2018; 21 Sep 2018;  Favorite 2018;  Spring 2018;  of 2018;  of 1989; 6 April 2018; 8 April 2018; 31 December 2018; 6 April 2018,"$17,000,000","$188,024,361",90 min
CR00133,https://www.imdb.com/title/tt0084787/?ref_=adv_li_tt,2020-01-23T11:24:27,The Thing,25 June 1982; 13 January 2020;  of 2019; 11 January 2020; 30 November 2019; 24 Oct 2018; 19 Jun 2018; 20 Feb 2018; 25 Oct 2017; Grossing 1980; 05 Oct 2017; 24 Jul 2017;  night 1963;  In 1984;  from 2029;  In 1997; winter 1982; 25 June 1982; 27 June 1982;  since 2008; 4 March 2008;  the 1951,"$3,107,897,","$19,629,760",109 min; 127 min
CR00134,https://www.imdb.com/title/tt3322312/?ref_=adv_li_tt,2020-01-23T11:24:27,Daredevil, 1054; 23 January 2020; 23 January 2020; 22 January 2020;  of 2018; 21 Dec 2018; 04 Dec 2018; 26 Oct 2018; 01 Oct 2018; 13 Feb 2017; 25 Oct 2014; 02 Jan 2019;  Best 2010;  2015;  2018;  2016;  2015;  all 1054;  Series 2014;  Series 2019;  Series 2010;  Series 2013;  2015;  2015;  2015;  2015;  2015;  2015; 10 April 2015; 20 October 2018; 10 April 2015,"$40,000,000",»,54 min
CR00135,https://www.imdb.com/title/tt1190080/?ref_=adv_li_tt,2020-01-23T11:24:27,2012,13 November 2009; 07 January 2020; 04 January 2018; 30 October 2010; 05 Nov 2018;  2009; 26 Sep 2017; 28 May 2018;  films 2009; 13 Jan 2014;  2012;  Since 2000;  In 2035;  2012; 13 November 2009; 15 November 2009;  in 2011;  to 2012;  year 2012;  2012; 19 November 2009; 13 November 2009,"$200,000,000","$166,112,167",158 min
CR00136,https://www.imdb.com/title/tt0119094/?ref_=adv_li_tt,2020-01-23T11:24:27,Face/Off,27 June 1997; 04 December 2019; 19 November 2019; 18 November 2019; 26 Jan 2018; 20 May 2013; 27 June 1997; 29 June 1997;  1991;  1991; 14 February 2002; 27 June 1997,"$80,000,000","$112,276,146",138 min
CR00137,https://www.imdb.com/title/tt1371111/?ref_=adv_li_tt,2020-01-23T11:24:27,Cloud Atlas,26 October 2012; 21 January 2020; 18 January 2020; 30 December 2019;  October 2017; 27 Oct 2017; 13 Jun 2013;  of 2012; 13 Jun 2013; 24 Jun 2015; 13 Jul 2017; 09 Feb 2017;  Since 2000;  In 2074;  an 1849; 26 October 2012; 28 October 2012; 8 September 2012;  the 1800; 26 October 2012,"$102,000,000","$27,108,272",172 min; 134 min
CR00138,https://www.imdb.com/title/tt0438488/?ref_=adv_li_tt,2020-01-23T11:24:27,Terminator Salvation,21 May 2009;  In 2018; 16 January 2020; 07 January 2020;  For 2020; 01 January 2020; 04 Oct 2017; 13 Jun 2013; 23 Jul 2018;  2009; 26 Sep 2017;  2018; 18 Mar 2018;  of 2019;  to 1984;  In 1984;  from 2029;  visiting 2015;  to 1955;  to 1985;  in 1955;  in 1885;  In 1935;  In 2003;  In 2018; 21 May 2009; 24 May 2009; 31 May 2009; 21 May 2009,"$200,000,000","$125,322,469",115 min; 118 min
CR00139,https://www.imdb.com/title/tt1677720/?ref_=adv_li_tt,2020-01-23T11:24:27,Ready Player One,29 March 2018; 17 January 2020; 17 January 2020; 10 January 2020;  of 2018;  2019;  of 2018; 13 Dec 2018;  2018; 21 Sep 2018; 18 Dec 2018;  Theaters 2018; 04 Jan 2018; 04 Jan 2014;  of 2018;  of 2018;  Come 2018;  Celebrating 2020;  year 2045; 29 March 2018; 1 April 2018; 20 March 2018; 29 March 2018,"$175,000,000","$137,690,172",140 min
CR00140,https://www.imdb.com/title/tt0120912/?ref_=adv_li_tt,2020-01-23T11:24:27,Men in Black II,3 July 2002; 10 January 2020; 23 November 2019; 21 November 2019; 25 Oct 2017; 05 Oct 2018;  de 2002; 01 Dec 2016;  2002;  2002; 17 Aug 2014;  of 2019;  in 1969;  In 2035; 3 July 2002; 7 July 2002;  1978; 28 December 2002; 3 July 2002,"$140,000,000","$193,735,288",88 min
CR00141,https://www.imdb.com/title/tt1650062/?ref_=adv_li_tt,2020-01-23T11:24:27,Super 8,10 June 2011;  of 1979; 23 January 2020; 21 January 2020; 01 January 2020; 13 Oct 2015; 18 May 2017; 12 Mar 2018; 27 Sep 2016;  Best 2010;  1873;  of 1979; 10 June 2011; 12 June 2011; 31 August 2011; 10 June 2011,"$50,000,000","$127,004,179",112 min
CR00142,https://www.imdb.com/title/tt1355644/?ref_=adv_li_tt,2020-01-23T11:24:27,Passengers,21 December 2016; 03 December 2019; 05 November 2019; 29 October 2019; 31 Jan 2017;  2017; 27 Jan 2017;  2017; 24 Jan 2017; 19 Jan 2017; 19 Dec 2016; 09 Feb 2017; 13 Aug 2018; 07 Jan 2015;  2016;  in 2016;  Oscars 2017;  Fall 2016; 21 December 2016; 25 December 2016; 21 December 2016; 27 January 2017; 21 December 2016,"$110,000,000","$100,014,699",116 min
CR00143,https://www.imdb.com/title/tt0286106/?ref_=adv_li_tt,2020-01-23T11:24:27,Signs,2 August 2002; 31 December 2019; 13 December 2019; 20 November 2019; 25 Oct 2017; 24 Oct 2013;  2002; 16 Sep 2017; 09 Feb 2017; 28 May 2018; 15 Mar 2013; 2 August 2002; 4 August 2002;  2001; 6 October 2012,"$60,117,080,","$408,247,917",106 min
CR00144,https://www.imdb.com/title/tt1477834/?ref_=adv_li_tt,2020-01-23T11:24:27,Aquaman,21 December 2018; 23 January 2020; 22 January 2020; 21 January 2020;  2019; 21 Dec 2018; 15 Dec 2018; 11 Aug 2018;  2018; 21 Sep 2018; 18 Dec 2018; 18 Mar 2018;  in 2018;  Come 2018;  2018;  for 2018; 21 December 2018; 23 December 2018;  in 2018; 8 December 2018; 21 December 2018,"$160,000,000","$335,061,807",143 min
CR00145,https://www.imdb.com/title/tt1409024/?ref_=adv_li_tt,2020-01-23T11:24:27,Men in Black 3,25 May 2012;  in 1969; 10 January 2020; 08 October 2019; 28 August 2019; 25 Oct 2017; Anticipated 2013; 13 Jun 2013;  of 2012; 13 Jun 2013; 05 Oct 2018; 25 Mar 2017; 19 Sep 2014; 12 Oct 2014;  In 2035;  1969; 25 May 2012; 27 May 2012;  In 1969;  In 1969; 26 May 2012; 25 May 2012,"$225,000,000","$179,020,854",
CR00146,https://www.imdb.com/title/tt1182345/?ref_=adv_li_tt,2020-01-23T11:24:27,Moon,10 July 2009; 23 January 2020; 15 January 2020; 10 January 2020; 30 Jan 2017;  SXSW 2011; 13 Jun 2013;  In 2027;  in 2057;  In 2074; 10 July 2009; 14 June 2009;  the 2000; 30 June 2009; 10 July 2009,"$5,000,000","$5,010,163",97 min
CR00147,https://www.imdb.com/title/tt1270797/?ref_=adv_li_tt,2020-01-23T11:24:27,Venom,5 October 2018; 23 January 2020; 22 January 2020; 21 January 2020;  of 2018; 17 Dec 2018;  of 2018; 13 Dec 2018;  of 2018; 10 Dec 2018;  2018; 01 Dec 2018; 15 Oct 2018;  2018; 21 Sep 2018;  2019; 28 Dec 2018;  movies 2018; 11 Jan 2018; 23 Jul 2018;  of 2018;  Favorite 2018;  Anticipated 2018; 5 October 2018; 7 October 2018; 4 October 2018; 5 October 2018,"$100,000,000","$213,515,506",112 min
CR00148,https://www.imdb.com/title/tt2861424/?ref_=adv_li_tt,2020-01-23T11:24:27,Rick and Morty,22 January 2020; 21 January 2020; 17 January 2020; Con 2019;  of 2018; 21 Dec 2018;  Emmys 2018; 14 Sep 2018;  2019; 30 Oct 2018; 13 Feb 2017;  tvshows 2008; 25 Oct 2014;  in 2018;  of 2017;  Best 2010; Con 2016;  2019;  2017;  2015;  2014;  2013;  Series 2011;  Series 2016;  Series 2010;  Series 2013;  in 1919;  April 1986;  Series 2019;  Series 2010;  Series 2015;  2013;  2013;  2013;  2013;  2013;  2013;  2013;  2014;  2013; 2 December 2013; 24 March 2014; 2 December 2013,»,,23 min
CR00149,https://www.imdb.com/title/tt1104001/?ref_=adv_li_tt,2020-01-23T11:24:27,TRON: Legacy,17 December 2010; 23 January 2020; 23 January 2020; 22 January 2020; 20 Jul 2015;  2010; 13 Jun 2013;  Decade 2010;  2019; 05 May 2013; 09 Oct 2017;  1873; 17 December 2010;  9543; 19 December 2010;  Classic 1000; 17 December 2010; 17 December 2010,"$170,000,000","$172,062,763",
CR00150,https://www.imdb.com/title/tt0120667/?ref_=adv_li_tt,2020-01-23T11:24:27,Fantastic Four,8 July 2005; 18 May 2019; 17 May 2019; 17 May 2019; 27 Apr 2018; 06 Apr 2015; 12 Nov 2017;  2005; 26 Sep 2017; 8 July 2005; 10 July 2005; 13 August 2015;  late 2000;  early 2010,"$56,061,504,","$330,120,875",106 min; 125 min
CR00151,https://www.imdb.com/title/tt0238380/?ref_=adv_li_tt,2020-01-23T11:24:27,Equilibrium,6 December 2002; 10 September 2019; 31 May 2019; 23 May 2019; 07 Oct 2015; 12 Aug 2018; 05 Nov 2018; 30 Aug 2017;  in 2057;  In 2027; 6 December 2002; 8 December 2002; 23 March 2008,"$541,512,","$5,368,217",107 min
CR00152,https://www.imdb.com/title/tt0167190/?ref_=adv_li_tt,2020-01-23T11:24:27,Hellboy,2 April 2004; 04 July 2019; 15 December 2017; 11 December 2017; 09 Jan 2018;  2004; 08 Aug 2015; April 2019;  Best 2000; 2 April 2004; 4 April 2004;  in 1944; 20 June 2008; 2 April 2004,"$66,000,000","$59,623,958",122 min; 132 min
CR00153,https://www.imdb.com/title/tt0399201/?ref_=adv_li_tt,2020-01-23T11:24:27,The Island,22 July 2005; 23 January 2020;  Movie 2020; 21 January 2020;  of 2020; 31 December 2019; 05 Feb 2012; 27 Nov 2018;  in 1941;  year 2019; 22 July 2005; 24 July 2005; 12 June 2006; 22 July 2005,"$126,000,000","$35,818,913",136 min
CR00154,https://www.imdb.com/title/tt4633694/?ref_=adv_li_tt,2020-01-23T11:24:27,Spider-Man: Into the Spider-Verse,14 December 2018; 22 January 2020; 21 January 2020; 20 January 2020;  2019;  2019;  2018; 21 Sep 2018;  of 2018;  the 2010;  of 2018;  2018; 14 December 2018; 16 December 2018; Man 2099; 21 December 2018; 14 December 2018,"$90,000,000","$190,241,310",117 min; 143 min
CR00155,https://www.imdb.com/title/tt3107288/?ref_=adv_li_tt,2020-01-23T11:24:27,The Flash, 3239;  CW 2019; 23 January 2020; 23 January 2020; 22 January 2020; Nov 2019; Con 2019;  of 2018; 21 Dec 2018; 25 Oct 2014; 10 Oct 2018; 30 Jun 2018; 10 Apr 2016; Con 2016;  Award 2017;  2020;  2019;  2018;  2017;  2016;  2015;  all 3239;  Series 2012;  Series 2015;  Series 2016;  Series 2015;  Series 2005;  Series 2018;  Series 2013;  Series 2019;  Series 2016;  Series 2018;  2014;  2014;  2014;  2014;  2014;  2014; 7 October 2014; 1 January 2017; 7 October 2014,,,43 min
CR00156,https://www.imdb.com/title/tt2109248/?ref_=adv_li_tt,2020-01-23T11:24:27,Transformers: Age of Extinction,27 June 2014;  In 1980; 15 December 2019; 11 October 2019; 30 August 2019; 30 Jul 2018; 25 Oct 2017; 04 Oct 2017; 18 Mar 2018; 03 May 2018; 13 Feb 2018; 07 Jul 2018;  the 2010;  the 2010;  Of 2045;  Summer 2014;  Favorite 2017;  year 1987; 27 June 2014; 29 June 2014; 27 June 2014;  of 2014; 27 June 2014,"$210,000,000","$245,439,076",165 min
CR00157,https://www.imdb.com/title/tt0433035/?ref_=adv_li_tt,2020-01-23T11:24:27,Real Steel,7 October 2011; 07 December 2019; 04 October 2019; 18 September 2019; 04 Oct 2017; 03 Dec 2016; 06 Oct 2018; 14 Feb 2015; 13 Apr 2018;  Future 2020; 7 October 2011; 9 October 2011; 27 September 2011; 7 October 2011,"$110,000,000","$85,468,508",127 min
CR00158,https://www.imdb.com/title/tt0100802/?ref_=adv_li_tt,2020-01-23T11:24:27,Total Recall,1 June 1990; 30 December 2019; 30 December 2019; 20 December 2019;  December 2017; 18 Dec 2017; 05 Oct 2018; 02 Dec 2014;  the 1990;  in 1997; 1 June 1990; 3 June 1990; 20 April 2008; 1 June 1990,"$65,000,000","$119,412,921",113 min
CR00159,https://www.imdb.com/title/tt0163025/?ref_=adv_li_tt,2020-01-23T11:24:27,Jurassic Park III,18 July 2001; 08 December 2019; 05 December 2019; 13 November 2019; 02 Jul 2018; 18 Nov 2012; 20 Jul 2016;  Summer 2018;  Office 2018;  In 1957;  In 1935;  in 1955;  in 1885;  visiting 2015;  to 1955;  to 1985;  In 1938; 18 July 2001; 22 July 2001; 24 July 2001; 18 July 2001,"$93,000,000","$181,171,875",92 min
CR00160,https://www.imdb.com/title/tt0453467/?ref_=adv_li_tt,2020-01-23T11:24:27,Deja Vu,22 November 2006; 02 October 2019; 05 September 2019; 05 September 2019;  of 2012; 09 Dec 2013;  2012; 13 Jun 2013; 05 Oct 2018; 18 May 2017; 23 Feb 2015;  The 2000; 22 November 2006; 26 November 2006; 16 April 2007,"$20,574,802,","$180,557,550",126 min
CR00161,https://www.imdb.com/title/tt0212720/?ref_=adv_li_tt,2020-01-23T11:24:27,A.I. Artificial Intelligence,29 June 2001; 08 January 2020; 26 September 2019; 19 July 2019; 22 Jun 2018; 04 Oct 2017;  in 2020; 08 Dec 2015;  In 1839; 29 June 2001; 1 July 2001; 1 July 2001; 29 June 2001,"$100,000,000","$78,616,689",146 min
CR00162,https://www.imdb.com/title/tt0489099/?ref_=adv_li_tt,2020-01-23T11:24:27,Jumper,14 February 2008; 27 November 2019; 11 November 2019; 12 September 2019; 02 May 2018; 19 Aug 2018;  2008; 17 Mar 2013;  1873; 14 February 2008; 17 February 2008; 12 February 2008; 14 February 2008,"$85,000,000","$80,172,128",88 min
CR00163,https://www.imdb.com/title/tt2194499/?ref_=adv_li_tt,2020-01-23T11:24:27,About Time,8 November 2013; 18 January 2020; 16 January 2020;  the 2010; 01 January 2020; 04 Feb 2016; 09 Nov 2015; 27 Apr 2013; 17 Jun 2013;  Best 2010;  the 1920; 8 November 2013; 3 November 2013;  In 2013;  September 2012;  in 2013; 11 October 2013; 8 November 2013,"$12,000,000","$15,322,921",123 min
CR00164,https://www.imdb.com/title/tt0379786/?ref_=adv_li_tt,2020-01-23T11:24:27,Serenity,30 September 2005;  Fall 2018; 24 August 2018; 20 August 2018; 15 August 2018;  in 2018; 27 Apr 2018; 07 Jul 2017; 22 Jun 2017; 27 Nov 2016; 25 Nov 2014; 03 Dec 2015; 07 Oct 2017;  The 2000;  Movie 2007; Video 2009; 30 September 2005; 2 October 2005; 27 June 2006; 30 September 2005,"$39,000,000","$25,514,517",119 min
CR00165,https://www.imdb.com/title/tt5095030/?ref_=adv_li_tt,2020-01-23T11:24:27,Ant-Man and the Wasp,6 July 2018; 19 January 2020; 13 December 2019; 12 December 2019;  of 2018; 21 Dec 2018;  of 2018; 17 Dec 2018; 03 Apr 2015; 11 Aug 2018;  2018; 21 Sep 2018;  2018;  Best 2018; 6 July 2018; 8 July 2018; 19 July 2018; 6 July 2018,"$162,000,000","$216,648,740",118 min
CR00166,https://www.imdb.com/title/tt1179933/?ref_=adv_li_tt,2020-01-23T11:24:27,10 Cloverfield Lane,11 March 2016; 15 January 2020; 15 January 2020; 14 January 2020; 19 Jun 2018; 10 Nov 2017; 20 Jun 2017; 16 Jun 2016; 18 Mar 2016; 30 Oct 2013;  Anticipated 2018;  Best 2010;  of 2016;  the 1960; 11 March 2016; 13 March 2016; 12 March 2016; 11 March 2016,"$15,000,000","$72,082,998",103 min
CR00167,https://www.imdb.com/title/tt0884328/?ref_=adv_li_tt,2020-01-23T11:24:27,The Mist,21 November 2007; 23 January 2020; 17 January 2020; 15 January 2020; 13 Oct 2017; 13 Sep 2016; 21 Apr 2016; 20 Apr 2016;  MEDIAS 2009; 16 Dec 2017; 28 Sep 2018;  1408;  room 1408; 21 November 2007; 25 November 2007; 5 December 2007,"$8,931,973,","$57,293,715",126 min
CR00168,https://www.imdb.com/title/tt0119177/?ref_=adv_li_tt,2020-01-23T11:24:27,Gattaca,24 October 1997; 08 January 2020; s 1997; 24 October 2019; 21 June 2019;  October 2017; 27 Oct 2017; 29 Mar 2016;  Best 1997;  in 2057;  In 2027; 24 October 1997; 26 October 1997; 15 February 1999; 24 October 1997,"$36,000,000","$12,532,777",106 min
CR00169,https://www.imdb.com/title/tt1951266/?ref_=adv_li_tt,2020-01-23T11:24:27,The Hunger Games: Mockingjay - Part 2,20 November 2015; 07 October 2019; 21 July 2019; 22 June 2019; 13 Jun 2018; 02 May 2018; 10 Nov 2017; 02 Oct 2017; 08 Jun 2017;  2020; 26 Mar 2018;  2015; 27 Oct 2017;  BLURAY 2016; 04 Jan 2016; 20 November 2015; 22 November 2015; 20 November 2015; 20 November 2015,"$160,000,000","$281,723,902",137 min
CR00170,https://www.imdb.com/title/tt0348150/?ref_=adv_li_tt,2020-01-23T11:24:27,Superman Returns,28 June 2006; 19 January 2020; 15 January 2020; 15 January 2020; 01 Sep 2017;  MEDIAS 2009; 31 Mar 2014; 12 Nov 2017; Video 2006;  2006; 28 June 2006; 2 July 2006;  a 1960; 30 June 2006; 28 June 2006,"$270,000,000","$200,081,192",154 min
CR00171,https://www.imdb.com/title/tt0103644/?ref_=adv_li_tt,2020-01-23T11:24:27,Alien³,22 May 1992; 17 January 2020; 16 January 2020; 14 January 2020; Grossing 1990; 20 Oct 2017;  May 2017; 28 Apr 2017; 21 Apr 2016; 05 Aug 2018; 26 Jun 2018;  1992; 01 Aug 2013; 28 Feb 2014;  in 1997;  In 1984;  from 2029;  visiting 2015;  to 1955;  to 1985; 22 May 1992; 24 May 1992;  2003;  October 2010;  the 2003;  YEAR 2525;  in 2003; 11 April 1999; 22 May 1992,"$50,000,000","$55,473,545",114 min; 145 min; 138 min
CR00172,https://www.imdb.com/title/tt3778644/?ref_=adv_li_tt,2020-01-23T11:24:27,Solo: A Star Wars Story,25 May 2018; 23 January 2020; 23 January 2020;  Awards 2020; 22 January 2020;  2019;  of 2018; 17 Dec 2018;  of 2018; 13 Dec 2018;  2018; 01 Dec 2018;  2018; 21 Sep 2018; 04 Jan 2016;  Theaters 2018; 04 Jan 2018;  in 2018;  Favorite 2018; 25 May 2018; 27 May 2018; 29 May 2018; 25 May 2018,"$275,000,000","$213,767,512",135 min
CR00173,https://www.imdb.com/title/tt1706620/?ref_=adv_li_tt,2020-01-23T11:24:27,Snowpiercer,11 July 2014; 21 January 2020; 18 January 2020;  2020; 18 January 2020;  with 2014; 09 Sep 2014; 28 Dec 2017; 20 Nov 2017; 28 Jul 2017;  in 2020;  Year 2049;  of 2013;  in 1986;  Runner 2049;  In 1985;  in 2031;  AD 2031; 11 July 2014; 29 June 2014;  2014;  0600; 15 April 2014;  in 2031; 11 July 2014,"$39,200,000","$4,563,650",126 min
CR00174,https://www.imdb.com/title/tt1133985/?ref_=adv_li_tt,2020-01-23T11:24:27,Green Lantern,17 June 2011; 23 January 2020; 21 January 2020; 21 January 2020; 23 Jul 2015; 31 Mar 2014; 17 June 2011; 19 June 2011;  into 3600;  the 1993; 21 September 2011; 17 June 2011,"$200,000,000","$116,601,172",114 min; 123 min
CR00175,https://www.imdb.com/title/tt6320628/?ref_=adv_li_tt,2020-01-23T11:24:27,Spider-Man: Far from Home,2 July 2019; 18 January 2020; 18 January 2020; 17 January 2020;  of 2019;  of 2019;  of 2019;  Worst 2019;  Filmrank 2019; 18 Mar 2018;  2019; 13 Apr 2018;  Favorite 2019;  Future 2020; 2 July 2019; 7 July 2019; 15 August 2019; 2 July 2019,"$160,000,000","$390,532,085",129 min
CR00176,https://www.imdb.com/title/tt0120201/?ref_=adv_li_tt,2020-01-23T11:24:27,Starship Troopers,7 November 1997; 22 January 2020;  February 2020; 22 January 2020; 22 January 2020; 14 Jun 2017; 08 Jan 2019; 17 Jun 2018; Video 2004; Video 2008; 7 November 1997;  3358; 9 November 1997; 23 July 2003,"$22,058,773,","$121,214,377",129 min
CR00177,https://www.imdb.com/title/tt3731562/?ref_=adv_li_tt,2020-01-23T11:24:27,Kong: Skull Island,10 March 2017; 18 January 2020; 18 January 2020; 15 January 2020;  2018; 22 Feb 2018;  of 2017; 12 Feb 2018;  2018; 23 Jan 2018; 15 Mar 2017; 01 Mar 2017;  2017; 07 Oct 2016;  Filmes 2020;  2017; 11 Oct 2018;  of 2017;  1970; 10 March 2017; 12 March 2017;  Film 2017; 8 March 2017;  in 1973; 10 March 2017,"$185,000,000","$168,052,812",118 min
CR00178,https://www.imdb.com/title/tt2798920/?ref_=adv_li_tt,2020-01-23T11:24:27,Annihilation,23 February 2018;  TCA 2020; 21 January 2020; 18 January 2020; 10 January 2020; 21 Jan 2019;  of 2018; 21 Dec 2018;  of 2018; 14 Dec 2018;  of 2018; 13 Dec 2018;  of 2018; 07 Dec 2018; 11 Aug 2018;  2018; 21 Sep 2018;  Movies 2018;  for 2018;  Best 2010;  the 2010;  in 2018;  Anticipated 2018;  of 1989;  in 1630;  Runner 2049; 23 February 2018; 25 February 2018; 18 March 2018; 23 February 2018,"$40,000,000","$32,732,301",115 min
